uf,codigo_escola,nome_escola,dependencia_adm,reprovacao_fundamental_total,reprovacao_medio_total,evasao_fundamental_total,evasao_medio_total
RJ,33071128,JD ESC MEU ENCANTO,Privada,0,,0,
RJ,33071144,MARNIL SOCIEDADE DE ENSINO ESCOLAR LTDA,Privada,6.9,,1.7,
RJ,33071160,ALDEIA NUCLEO DE EDUCACAO MONTESSORIANA,Privada,0,,0,
RJ,33071179,0313503 EM LINS DE VASCONCELOS,Pública,1.2,,0.9,
RJ,33071225,0312037 EM PROFESSORA VERA SABACK SAMPAIO,Pública,0,,0.1,
RJ,33071276,CENTRO DE ENSINO FARIA BRITO LTDA,Privada,0,,0,
RJ,33071292,CENTRO EDUC CARVALHO DE MENDONCA,Privada,2.5,2.9,0.8,0.6
RJ,33071322,0313502 CIEP CHANCELER WILLY BRANDT,Pública,1.5,,0.5,
RJ,33071330,0312501 CIEP PATRICE LUMUMBA,Pública,1.2,,0,
RJ,33071357,0328501 CIEP VINICIUS DE MORAES,Pública,0.4,,0,
RJ,33071390,COL ARTE DO SABER,Privada,0.8,,0,
RJ,33071403,COLEGIO ARY QUINTELLA LTDA,Privada,0,2.2,0,0
RJ,33071497,COL DUQUE DE BRAGANCA,Privada,0,8.3,0,0
RJ,33071500,COLEGIO EDUCO MEIER,Privada,0,,0.5,
RJ,33071535,CE AGRIPINO GRIECO,Pública,,20.3,,11.2
RJ,33071543,CE BOLIVAR,Pública,,3.5,,7
RJ,33071551,CE CENTRAL DO BRASIL,Pública,,24.6,,1.1
RJ,33071560,CE DELFIM MOREIRA,Pública,,38.7,,8
RJ,33071578,CE FRANCISCO JOBIM,Pública,,24,,16
RJ,33071586,CE MARANHAO,Pública,,14.9,,5.1
RJ,33071594,CE OLINTO DA GAMA BOTELHO,Pública,,20.2,,0.7
RJ,33071632,COL HELIO ALONSO,Privada,0.8,5.9,0,0
RJ,33071659,COL IMACULADO CORACAO DE MARIA,Privada,0.5,2,0,0
RJ,33071683,PENSI MARTINS,Privada,0.6,0.8,0,0
RJ,33071713,ASSOCIACAO EDUCATIVA E ASSISTENCIAL MADRE CARMEN SALLES,Privada,1.5,3.4,0,0
RJ,33071721,COLEGIO QI METROPOLITANO,Privada,1.7,5.9,0,0
RJ,33071829,CPII - CAMPUS ENGENHO NOVO II,Pública,,0,,0
RJ,33071837,CPII - CAMPUS ENGENHO NOVO I,Pública,0,,0,
RJ,33071926,COLEGIO SANTA MONICA - CACHAMBI,Privada,3,2,0,0
RJ,33071969,CE VISCONDE DE CAIRU,Pública,,39.6,,5.4
RJ,33071993,CONVIVENDO CRECHE MATERNAL E JD,Privada,0,,0,
RJ,33072043,EDUCANDARIO MADRE GUELL,Privada,1,,0,
RJ,33072078,CE BARAO DE MACAUBAS,Pública,,15.8,,19.1
RJ,33072094,CE JOAO KOPKE,Pública,,11.5,,20.6
RJ,33072183,CE JOSE EDUARDO DE MACEDO SOARES,Pública,,19,,8.8
RJ,33072205,CE LAURO SODRE,Pública,,10,,10
RJ,33072248,CE HISPANO BRASILEIRO JOAO CABRAL DE MELO NETO,Pública,,2,,0
RJ,33072280,CE PERNAMBUCO,Pública,,32.4,,0
RJ,33072337,CE SARMIENTO,Pública,,10.4,,13.2
RJ,33072370,CE VIRGILIO DE MELO FRANCO,Pública,,6.7,,13.3
RJ,33072396,OBRAS PROFISSIONAIS SOCIAIS SANTA RITA DE CASSIA,Privada,3.6,,0,
RJ,33072426,ESC FRANCISCA PAULA DE JESUS,Privada,2.1,0,0,0
RJ,33072507,0313024 EM ACRE,Pública,0,,1.5,
RJ,33072515,0313019 EM AFFONSO TAUNAY,Pública,0,,0,
RJ,33072523,0313051 EM ALAGOAS,Pública,3.2,,0,
RJ,33072531,0312035 EM ANTONIO PEREIRA,Pública,0,,0,
RJ,33072540,0313037 EM AUGUSTO FREDERICO SCHMIDT,Pública,8.9,,0.5,
RJ,33072558,0312015 EM BARAO DE MACAHUBAS,Pública,0,,0,
RJ,33072566,0313016 EM BENEVENUTA RIBEIRO,Pública,1.1,,0,
RJ,33072574,0313020 EM BENTO RIBEIRO,Pública,3.9,,0,
RJ,33072582,0313032 EM BOLIVAR,Pública,0.3,,0,
RJ,33072590,0313040 EM BRIGADEIRO FARIA LIMA,Pública,5.2,,1.1,
RJ,33072639,0312016 EM CEARA,Pública,1.8,,0,
RJ,33072647,0313005 EM CESAR AUGUSTO SOARES,Pública,1.4,,0,
RJ,33072663,0312008 EM DELFIM MOREIRA,Pública,0,,0,
RJ,33072671,0312024 EM DOMINGOS BEBIANO,Pública,4.3,,0,
RJ,33072680,0313008 EM DR MARIO AUGUSTO TEIXEIRA DE FREITAS,Pública,0.7,,0,
RJ,33072698,0313035 EM EDGARD SUSSEKIND DE MENDONCA,Pública,1.1,,0.3,
RJ,33072701,0313054 EM ENGENHEIRO ROBERTO MAGNO DE CARVALHO,Pública,0,,0,
RJ,33072710,0312031 EM EURICO SALLES,Pública,3.2,,0.5,
RJ,33072728,0312021 EM EURICO VILELA,Pública,0.6,,0,
RJ,33072744,0313021 EM FRANCISCO JOBIM,Pública,5.9,,4.1,
RJ,33072760,0312009 EM GEORGE SUMNER,Pública,1.8,,2.4,
RJ,33072779,0313042 EM GOIAS,Pública,1.2,,0,
RJ,33072787,0312020 EM GUSTAVO ARMBRUST,Pública,1.8,,0.2,
RJ,33072795,0313034 EM HELIO SMIDT,Pública,0,,0,
RJ,33072825,0313023 EM HONORIO GURGEL,Pública,0.4,,0,
RJ,33072833,0313018 EM ISABEL MENDES,Pública,0.9,,0,
RJ,33072841,0313027 EM JEAN MERMOZ,Pública,0,,0,
RJ,33072850,0313044 EM JOAO KOPKE,Pública,1.5,,0,
RJ,33072868,0312023 EM JOAQUIM RIBEIRO,Pública,8.1,,0,
RJ,33072876,0313011 EM JOSE EDUARDO DE MACEDO SOARES,Pública,0,,0,
RJ,33072884,0313026 EM JOSE LINS DO REGO,Pública,0,,0,
RJ,33072892,0312029 EM JOSE MARTI,Pública,0,,0,
RJ,33072906,0313002 EM JOSE VERISSIMO,Pública,0.3,,0,
RJ,33072914,0312017 EM LAURO SODRE,Pública,0.6,,0.5,
RJ,33072922,0312033 EM LEVY NEVES,Pública,0,,0.9,
RJ,33072930,0312034 EM LIBERATO BITTENCOURT,Pública,0.5,,0.7,
RJ,33072949,0313038 EM LONDRES,Pública,0.9,,0.3,
RJ,33072957,0312030 EM MARECHAL ESTEVAO LEITAO DE CARVALHO,Pública,1.3,,0,
RJ,33072965,0312012 EM MANOEL BOMFIM,Pública,4.2,,1.5,
RJ,33072973,0313052 EM MARANHAO,Pública,1.4,,0,
RJ,33072990,0313033 EM MARIA IZABEL BIVAR,Pública,0,,0,
RJ,33073023,0313014 EM MEDEIROS E ALBUQUERQUE,Pública,0.7,,0,
RJ,33073031,0313013 EM MINISTRO GAMA FILHO,Pública,1.8,,0,
RJ,33073040,0313031 EM NOSSA SENHORA DE POMPEIA,Pública,2.1,,0,
RJ,33073058,0312014 EM NEREU SAMPAIO,Pública,1.6,,1.2,
RJ,33073066,0312018 EM NICOLAU ANTONIO TAUNAY,Pública,0,,0,
RJ,33073074,0312019 EM OLAVO JOSINO DE SALLES,Pública,0.4,,0.3,
RJ,33073082,0312010 EM PACE,Pública,0,,0,
RJ,33073090,0313003 EM PARETO,Pública,0.7,,1.9,
RJ,33073104,0313030 EM PASTOR MIRANDA PINTO,Pública,3.8,,0,
RJ,33073112,0312011 EM PERNAMBUCO,Pública,15.4,,3.2,
RJ,33073139,0312027 EM PROFESSOR AFONSO VARZEA,Pública,0.7,,0,
RJ,33073147,0312025 EM PROFESSORA ARMINDA MOREIRA PADOVA,Pública,0,,0.5,
RJ,33073155,0313022 EM PROFESSOR AUGUSTO PAULINO FILHO,Pública,1.5,,0.3,
RJ,33073163,0313025 EM PROFESSOR VISITACAO,Pública,0.4,,0.8,
RJ,33073171,0313046 EM REPUBLICA DE EL SALVADOR,Pública,4.6,,0.6,
RJ,33073180,0313015 EM REPUBLICA DO PERU,Pública,0,,0.2,
RJ,33073198,0312032 EM REVERENDO ALVARO REIS,Pública,0,,0,
RJ,33073201,0313006 EM RIO DE JANEIRO,Pública,0.4,,0.4,
RJ,33073210,0313036 EM RIO GRANDE DO SUL,Pública,6.2,,0.9,
RJ,33073228,0312022 EM RUBENS BERARDO,Pública,0.1,,0.2,
RJ,33073236,0312013 EM SAO DOMINGOS,Pública,0,,0,
RJ,33073244,0313007 EM SARMIENTO,Pública,0.6,,0.8,
RJ,33073252,0313012 EM SENADOR JOAO LYRA TAVARES,Pública,0.9,,0.5,
RJ,33073260,0313501 EM SENEGAL,Pública,0.3,,0,
RJ,33073279,0313048 EM SERVULO DE LIMA,Pública,0,,0,
RJ,33073287,0313053 EM SUECIA,Pública,0.5,,0,
RJ,33073295,0313043 EM TAGORE,Pública,0,,0,
RJ,33073309,0313029 EM THOMAS MANN,Pública,3.1,,0.5,
RJ,33073317,0313041 EM TOBIAS BARRETO,Pública,1.9,,0,
RJ,33073325,0313049 EM VIRGILIO DE MELO FRANCO,Pública,0.5,,0.5,
RJ,33073333,0313001 EM MARECHAL CARLOS MACHADO BITENCOURT,Pública,0.3,,0,
RJ,33073368,CE PASTOR MIRANDA PINTO,Pública,,8.2,,18.3
RJ,33073406,COLEGIO E CURSO GMT,Privada,,,,
RJ,33073490,INSTITUTO EDUCACIONAL SAO BRAZ,Privada,0,,0,
RJ,33073783,JD ESC MONTE SINAI,Privada,1.4,5.3,0,0
RJ,33073902,COLEGIO SUL AMERICANO,Privada,1.8,13.8,0,0
RJ,33073910,SEFA SOCIEDADE EDUCACIONAL FERNANDO ALVES,Privada,0.7,20.8,0,4.2
RJ,33073970,0514501 CIEP DOM OSCAR ROMERO,Pública,0.3,,0,
RJ,33073988,0431502 CIEP GRACILIANO RAMOS,Pública,1.4,,0,
RJ,33074003,CURSO PREPARATORIO ATLAS,Privada,3.6,0,0,0
RJ,33074038,CE ITALIA,Pública,,9.9,,22.8
RJ,33074046,CE JOSUE DE CASTRO,Pública,,20.4,,17.9
RJ,33074054,CE NUNO ALVARES PEREIRA,Pública,,13.5,,20.2
RJ,33074089,CENTRO EDUCACIONAL ROSA CHAMMA,Privada,2.8,9.6,0.5,0
RJ,33074135,EDUCANDARIO LUSO,Privada,,,,
RJ,33074151,CE MATO GROSSO,Pública,,11.6,,0
RJ,33074160,CE ADLAI STEVENSON,Pública,,5.3,,21
RJ,33074232,CE OLIMPIA DO COUTO,Pública,,10.8,,12.6
RJ,33074267,CE RODRIGO OTAVIO FILHO,Pública,,17.4,,10.2
RJ,33074291,0514013 EM ADLAI STEVENSON,Pública,0.2,,0,
RJ,33074305,0514007 EM ALBERT SABIN,Pública,0,,0,
RJ,33074313,0514011 EM ALFREDO DE PAULA FREITAS,Pública,0,,0,
RJ,33074321,0514024 EM ALMIRANTE NEWTON BRAGA DE FARIA,Pública,0,,0,
RJ,33074330,0514035 EM AMAPA,Pública,0,,0,
RJ,33074348,0514015 EM BARCELONA,Pública,0.5,,4.4,
RJ,33074356,0514005 EM BOLIVIA,Pública,0,,0,
RJ,33074364,0514002 EM CECILIA MEIRELLES,Pública,4.1,,0,
RJ,33074372,0514031 EM CLAUDIO IGNACIO DE OLIVEIRA,Pública,0,,0,
RJ,33074380,0514025 EM CONDE PEREIRA CARNEIRO,Pública,2.6,,3.9,
RJ,33074399,0514001 EM DESEMBARGADOR MONTENEGRO,Pública,0,,0,
RJ,33074402,0515011 EM EMBAIXADOR JOAO NEVES DA FONTOURA,Pública,2.1,,0,
RJ,33074410,0515007 EM FRANCISCO FRIAS DE MESQUITA,Pública,1.4,,0,
RJ,33074429,0514026 EM FRANCISCO SERTORIO PORTINHO,Pública,0,,0.2,
RJ,33074437,0514023 EM GASPAR VIANNA,Pública,0.9,,0.7,
RJ,33074453,0514010 EM IRA,Pública,1.1,,1.1,
RJ,33074461,0515002 EM ITALIA,Pública,3.3,,0.4,
RJ,33074470,0514012 EM J CARLOS,Pública,0,,0,
RJ,33074496,0514020 EM JOSE DO PATROCINIO,Pública,1.4,,0,
RJ,33074500,0515004 EM LUIS DE CAMOES,Pública,1.8,,0.9,
RJ,33074526,0514003 EM MAESTRO PIXINGUINHA,Pública,7.5,,0,
RJ,33074534,0514029 EM MALBA TAHAN,Pública,0,,0.5,
RJ,33074542,0411022 EM MARCILIO DIAS,Pública,1.8,,0,
RJ,33074550,0514008 EM MARIA BAPTISTINA DUFFLES TEIXEIRA LOTT,Pública,1.8,,0,
RJ,33074569,0514022 EM MARIO PAULO DE BRITO,Pública,3.2,,0,
RJ,33074577,0514009 EM MATO GROSSO,Pública,0.2,,0.8,
RJ,33074585,0514032 EM MENDES VIANA,Pública,3.7,,0.4,
RJ,33074593,0411021 EM MIGUEL ANGELO,Pública,2,,0,
RJ,33074607,0514021 EM NUN ALVARES PEREIRA,Pública,0.7,,0,
RJ,33074615,0515003 EM OLEGARIO MARIANO,Pública,0,,0,
RJ,33074623,0514030 EM OLIMPIA DO COUTO,Pública,0.5,,0.1,
RJ,33074631,0515005 EM OSWALDO ARANHA,Pública,0,,0,
RJ,33074640,0515001 EM PARA,Pública,0,,0,
RJ,33074658,0514033 EM PAULA FONSECA,Pública,0,,0,
RJ,33074674,0514016 EM PIRES E ALBUQUERQUE,Pública,0,,0,
RJ,33074682,0515010 EM PROFESSOR ALFREDO RUSSELL,Pública,0,,0.5,
RJ,33074690,0514006 EM QUINTINO DO VALLE,Pública,0,,0,
RJ,33074704,0514017 EM RODOLFO GARCIA,Pública,0,,0,
RJ,33074712,0514018 EM RODRIGO OTAVIO FILHO,Pública,2.5,,0.5,
RJ,33074720,0514019 EM ROSA BETTIATO ZATTERA,Pública,8,,0,
RJ,33074739,0514027 EM SEBASTIAO DE LACERDA,Pública,1.9,,0,
RJ,33074747,0514004 EM SERGIPE,Pública,0,,0,
RJ,33074755,0514028 EM TARSILA DO AMARAL,Pública,0,,0,
RJ,33074763,0515009 EM VELINDA MAURICIO DA FONSECA,Pública,0,,0.2,
RJ,33074771,ESCOLA PIO XII,Privada,2.5,1.4,0,0
RJ,33074798,CE AMAPA,Pública,,17,,13.7
RJ,33074852,INSTITUTO JESUS EUCARISTICO,Privada,0.8,0,0,0
RJ,33074860,INST STO ALEIXO,Privada,,,,
RJ,33074895,JD DE INF O PATINHO SABIDO COL SAMPAIO,Privada,2.2,,0,
RJ,33074909,JD DE INFANCIA TIA VERA LTDA,Privada,,,,
RJ,33074941,JD ESC PICAPAU DE OURO - COLEGIO AZEVEDO,Privada,0,,0,
RJ,33074968,JD ESC TIC TAC E COL MUNIZ EIRELI,Privada,,,,
RJ,33074976,ESCOLA TURMA DA MONICA,Privada,7.5,,0,
RJ,33074984,JD ESC VIVER,Privada,0,,0,
RJ,33075034,ESCOLA TECNICA ESTADUAL OSCAR TENORIO,Pública,,10.4,,2.6
RJ,33075050,0515501 CIEP AUGUSTO PINHEIRO DE CARVALHO,Pública,0,,0,
RJ,33075069,0515502 CIEP PROFESSOR MANOEL MAURICIO DE ALBUQUERQUE,Pública,0,,0,
RJ,33075077,0515503 CIEP METALURGICO BENEDITO CERQUEIRA,Pública,0.7,,0,
RJ,33075123,SOCIEDADE EDUC VILA DA PENHA,Privada,0,2.6,0,0
RJ,33075131,COLEGIO ESQUEMA,Privada,11.9,9.1,0,0
RJ,33075166,IE CARMELA DUTRA,Pública,,17.7,,3.8
RJ,33075174,CE CHARLES CHAPLIN,Pública,,31.6,,22.5
RJ,33075182,CE CIDADE DE LISBOA,Pública,,9.9,,24.8
RJ,33075190,CE LUIZ DE CAMOES,Pública,,22.4,,9.4
RJ,33075204,CE MARQUES REBELO,Pública,,12.4,,17.7
RJ,33075212,CE PROFESSOR JOSE ACCIOLI,Pública,,9.4,,0.2
RJ,33075220,CE PROFESSOR SOUSA DA SILVEIRA,Pública,,8.7,,16.5
RJ,33075280,COL JOAO LYRA FILHO,Privada,0.8,1.7,0,0
RJ,33075310,COLEGIO JOAO XXIII,Privada,1.4,2.9,0,0
RJ,33075409,COL NACIONAL,Privada,3.6,4.2,0.4,0
RJ,33075425,COL PENTAGONO,Privada,0.7,1.5,0,0
RJ,33075506,COL ROMUALDO FERREIRA DE ALMEIDA,Privada,3.1,1.8,0,0
RJ,33075557,COL SAO SEBASTIAO,Privada,0,6.9,0,0
RJ,33075565,COLEGIO SOUZA MARQUES,Privada,0.8,0,0,0
RJ,33075581,SANTA MONICA REDE DE ENSINO - CASCADURA,Privada,2.1,9,0,0
RJ,33075603,SANTA MONICA REDE DE ENSINO - BENTO RIBEIRO,Privada,0,,0,
RJ,33075620,SANTA MONICA REDE DE ENSINO - BENTO RIBEIRO,Privada,3.2,4.1,0,0
RJ,33075638,COLEGIO SUL AMERICANO,Privada,2.2,0,0,0
RJ,33075689,CE CARDEAL ARCOVERDE,Pública,,19,,5.6
RJ,33075719,CE CONDE AFONSO CELSO,Pública,,10.4,,12.7
RJ,33075760,CE FRANCISCO PALHETA,Pública,,11.8,,13.7
RJ,33075816,CE OLEGARIO MARIANO,Pública,,19.8,,15.5
RJ,33075832,CE PARANA,Pública,,23.7,,15.8
RJ,33075867,CE SANTOS DUMONT,Pública,,16.9,,8.4
RJ,33075883,CE VIRIATO CORREA,Pública,,32.5,,8.5
RJ,33075891,CE WALDEMIRO POTSCH,Pública,,16.3,,4.1
RJ,33075921,COLEGIO ADVENTISTA DE JACAREPAGUA,Privada,1,9,0,0.6
RJ,33075930,COL AMERICO DE OLIVEIRA,Privada,2.8,8.5,0,0
RJ,33075956,SOCIEDADE EDUCACIONAL CURUPAITI,Privada,,,,
RJ,33075999,0515061 EM ASPIRANTE CARLOS ALFREDO,Pública,0,,0.4,
RJ,33076006,0515058 EM ASTOLFO REZENDE,Pública,0,,2.3,
RJ,33076014,0515052 EM AZEVEDO JUNIOR,Pública,3,,1.1,
RJ,33076022,0515034 EM BARAO DE ITARARE,Pública,2.7,,0,
RJ,33076030,0515035 EM BARAO DO AMPARO,Pública,0.8,,0.2,
RJ,33076049,0515054 EM CARDEAL ARCOVERDE,Pública,0.9,,0,
RJ,33076057,0515024 EM CERVANTES,Pública,0,,0,
RJ,33076065,0515049 EM CINCO DE JULHO,Pública,0,,0.3,
RJ,33076073,0515023 EM CONDE AFONSO CELSO,Pública,0.5,,0.5,
RJ,33076081,0515044 EM ESPIRITO SANTO,Pública,0,,0,
RJ,33076090,0515028 EM EVANGELINA DUARTE BATISTA,Pública,3.1,,2.5,
RJ,33076111,0515062 EM FIGUEIREDO PIMENTEL,Pública,1,,0,
RJ,33076120,0515014 EM FORNOVO,Pública,0,,0.3,
RJ,33076138,0515038 EM FRANCA,Pública,1.5,,0,
RJ,33076146,0515025 EM FRANCISCO PALHETA,Pública,1.4,,0,
RJ,33076154,0515047 EM FREI LEOPOLDO,Pública,2,,0.4,
RJ,33076162,0515037 EM HAITI,Pública,0.6,,0.3,
RJ,33076170,0515030 EM IRINEU MARINHO,Pública,0.8,,0.2,
RJ,33076189,0515060 EM IRMA ZELIA,Pública,0.8,,0.2,
RJ,33076197,0515045 EM JAIME COSTA,Pública,1.3,,0,
RJ,33076200,0515022 EM JOSE EMYGDIO DE OLIVEIRA,Pública,2.4,,1.5,
RJ,33076227,0515056 EM LUIS CARLOS DA FONSECA,Pública,0,,0,
RJ,33076235,0515017 EM MARIA DAS DORES NEGRAO,Pública,5.3,,0,
RJ,33076243,0515012 EM MARIO PENNA DA ROCHA,Pública,0,,1.9,
RJ,33076251,0515055 EM MINISTRO EDGARD ROMERO,Pública,2,,0,
RJ,33076260,0515021 EM MOZART LAGO,Pública,0,,0,
RJ,33076278,0515041 EM OSWALDO TEIXEIRA,Pública,0.5,,0,
RJ,33076286,0515026 EM PARAGUAI,Pública,0.4,,0,
RJ,33076294,0515050 EM PARANA,Pública,1.1,,0,
RJ,33076308,0515015 EM PADRE DEHON,Pública,0,,0,
RJ,33076316,0515063 EM PADRE JOSE MAURICIO TOMAS,Pública,0,,0,
RJ,33076324,0515043 EM PREFEITO FILADELFO AZEVEDO,Pública,0,,0,
RJ,33076332,0817067 EM PRESIDENTE CAFE FILHO,Pública,6.8,,0,
RJ,33076340,0515029 EM PROFESSOR CARNEIRO FELIPE,Pública,0,,0,
RJ,33076359,0515040 EM PROFESSOR SOUZA DA SILVEIRA,Pública,2.5,,0,
RJ,33076367,0515039 EM QUINTINO BOCAIUVA,Pública,1.9,,0,
RJ,33076375,0515016 EM RAJA GABAGLIA,Pública,5.6,,1.2,
RJ,33076383,0515059 EM REPUBLICA DOMINICANA,Pública,1.2,,0.2,
RJ,33076405,0515048 EM ROSTHAM PEDRO DE FARIAS,Pública,2.1,,0,
RJ,33076413,0515057 EM RUGENDAS,Pública,1.8,,0.3,
RJ,33076421,0515051 EM RUY CARNEIRO DA CUNHA,Pública,0,,0,
RJ,33076430,0515027 EM SANTOS DUMONT,Pública,0.4,,0,
RJ,33076448,0515053 EM SENADOR FRANCISCO GALLOTTI,Pública,0.4,,0,
RJ,33076456,0515018 EM VIRIATO CORREA,Pública,0,,0,
RJ,33076464,0515020 EM WALDEMAR FALCAO,Pública,10,,1.2,
RJ,33076472,0515019 EM WALDEMIRO POTSCH,Pública,0.6,,0,
RJ,33076480,E T E REPUBLICA,Pública,,22.1,,0
RJ,33076502,ESCOLA TECNICA ESTADUAL VISCONDE DE MAUA,Pública,,10.2,,1.4
RJ,33076510,INSTITUTO GEREMARIO DANTAS,Privada,0.7,2.4,0,0
RJ,33076561,COLEGIO SUL AMERICANO,Privada,2.5,,0,
RJ,33076626,ESCOLA ARAUJO,Privada,,,,
RJ,33076669,JD ESC MENINO JESUS,Privada,1.8,,0,
RJ,33076804,0716072 EM MADRE TEREZA DE CALCUTA,Pública,0,,0,
RJ,33076820,CENTRO EDUC LUIZ DE CAMOES - CASA JD PINOCHIO LTDA,Privada,3.7,21.1,0,1.7
RJ,33076839,JD ESC TIA BETH,Privada,0,,0,
RJ,33076880,0716502 CIEP ALMIR BONFIM DE ANDRADE,Pública,2.2,,1,
RJ,33076898,0716501 CIEP CARLOS DRUMOND DE ANDRADE,Pública,15.8,,2.4,
RJ,33076901,0716204 CIEP GOVERNADOR ROBERTO DA SILVEIRA,Pública,8.2,,0,
RJ,33076910,0734502 CIEP JOAO BATISTA DOS SANTOS,Pública,8,,0,
RJ,33076928,0716203 CIEP PROFESSOR LAURO DE OLIVEIRA LIMA,Pública,4.1,,0.3,
RJ,33076936,0734501 CIEP LUIZ CARLOS PRESTES,Pública,1.5,,2.3,
RJ,33076944,0716207 CIEP PABLO NERUDA,Pública,0,,0,
RJ,33077029,COL BAHIENSE LTDA,Privada,0.8,1.1,0,0
RJ,33077037,CENTRO CULTURAL VIVENDA LTDA ME,Privada,5.3,,0.8,
RJ,33077088,CE ADALGISA MONTEIRO,Pública,,4.6,,12.9
RJ,33077100,CE BRIGADEIRO SCHORCHT,Pública,,19.2,,7.6
RJ,33077118,CE CARLOS LACERDA,Pública,,10.1,,0
RJ,33077126,CE EDUARDO MONDLANE,Pública,,20.5,,3.7
RJ,33077134,CE ENGENHEIRO BERNARDO SAYAO,Pública,,6.6,,16.1
RJ,33077142,CE MAHATMA GANDHI,Pública,,28.2,,0
RJ,33077150,CE CARDEAL DOM EUGENIO DE ARAUJO SALES,Pública,,21.2,,8.7
RJ,33077169,CE EUNICE WEAVER,Pública,,10.2,,7.3
RJ,33077177,CE PRESIDENTE JOAO GOULART,Pública,,13.2,,11.3
RJ,33077185,CE SENADOR TEOTONIO VILELA,Pública,,30.9,,6.2
RJ,33077258,COLEGIO SERVITA NOSSA SENHORA RAINHA DOS CORACOES,Privada,4.3,8.3,0,0
RJ,33077274,COL PRIMUS,Privada,1.4,1.5,0,0
RJ,33077339,EDUC N S DO AMPARO ASSOCIACAO FRANCISCANA NOSSA SENHORA DO AMPARO,Privada,0.6,,0,
RJ,33077371,CE ALINA DE BRITO,Pública,,13,,15.7
RJ,33077452,CE EMBAIXADOR DIAS CARNEIRO,Pública,,2.9,,0
RJ,33077525,CE MARECHAL CANROBERT PEREIRA DA COSTA,Pública,,21.3,,9.4
RJ,33077568,CE ROSA DO POVO,Pública,,16.7,,6.4
RJ,33077576,CE VICTOR HUGO,Pública,,12.6,,10.3
RJ,33077592,0716060 EM DOM ARMANDO LOMBARDI,Pública,0.2,,0.3,
RJ,33077665,0716035 EM SILVEIRA SAMPAIO,Pública,4.4,,0,
RJ,33077673,0716027 EM 25 DE ABRIL,Pública,9.5,,0.4,
RJ,33077681,0716005 EM ADALGISA MONTEIRO,Pública,0.8,,0.2,
RJ,33077690,0734007 EM ALBERTO RANGEL,Pública,4.9,,0,
RJ,33077703,0716034 EM ALINA DE BRITTO,Pública,6,,0.3,
RJ,33077711,0734005 EM ALPHONSUS DE GUIMARAENS,Pública,6.3,,2.7,
RJ,33077720,0734001 EM AUGUSTO MAGNE,Pública,2.8,,0,
RJ,33077738,0734003 EM AVERTANO ROCHA,Pública,0.7,,0.2,
RJ,33077746,0716041 EM BARAO DA TAQUARA,Pública,17.1,,4.6,
RJ,33077754,0716067 EM CANDIDO CAMPOS,Pública,0.2,,0.2,
RJ,33077762,0716065 EM CARLOS DE LAET,Pública,4.7,,0.8,
RJ,33077789,0716032 EM COMPOSITOR LUIZ GONZAGA,Pública,3.5,,2.8,
RJ,33077797,0724022 EM COMUNIDADE DE VARGEM GRANDE,Pública,0,,0,
RJ,33077819,0716009 EM DENISE MARIA TORRES,Pública,3.1,,0,
RJ,33077827,0716006 EM DESEMBARGADOR NEY PALMEIRO,Pública,2.3,,0,
RJ,33077835,0716025 EM EDGARD WERNECK,Pública,1.4,,1.2,
RJ,33077843,0716057 EM EMBAIXADOR DIAS CARNEIRO,Pública,0.3,,0.1,
RJ,33077851,0724020 EM ENGENHEIRO ALVARO SODRE,Pública,0,,0.7,
RJ,33077860,0716040 EM EUNICE WEAVER,Pública,0.7,,0,
RJ,33077886,0716007 EM FINLANDIA,Pública,1.8,,0.6,
RJ,33077894,0716001 EM FRANCIS HIME,Pública,3.6,,0.2,
RJ,33077908,0734006 EM FREDERICO EYER,Pública,0.5,,0,
RJ,33077916,0716045 EM GENERAL CARLOS CAETANO MIRAGAYA,Pública,5.4,,1.8,
RJ,33077924,0716031 EM GENERAL JOAO MENDONCA LIMA,Pública,11.5,,1.6,
RJ,33077932,0716043 EM GASTAO MONTEIRO MOUTINHO,Pública,2.5,,0.3,
RJ,33077940,0716047 EM GOVERNADOR CARLOS LACERDA,Pública,3.6,,0,
RJ,33077959,0724016 EM HEMETERIO DOS SANTOS,Pública,1.4,,0,
RJ,33077967,0716059 EM HONDURAS,Pública,0,,0,
RJ,33077983,0734008 EM JOAQUIM FONTES,Pública,4.6,,0,
RJ,33077991,0716003 EM JORNALISTA CAMPOS RIBEIRO,Pública,6.6,,1.6,
RJ,33078009,0734009 EM JOSE CLEMENTE PEREIRA,Pública,3.8,,1.2,
RJ,33078017,0716066 EM JOSE ENRIQUE RODO,Pública,5.1,,0,
RJ,33078025,0716062 EM JOSE JOAQUIM DE QUEIROZ JUNIOR,Pública,4.8,,1,
RJ,33078033,0716044 EM JUAN MONTALVO,Pública,2.7,,0.9,
RJ,33078041,0716004 EM JULIANO MOREIRA,Pública,0.4,,0.9,
RJ,33078050,0716030 EM DORCELINA GOMES DA COSTA,Pública,0.5,,0.2,
RJ,33078068,0716037 EM JULIO VERNE,Pública,3.5,,0,
RJ,33078076,0734002 EM PROFESSORANDA LEILA BARCELLOS DE CARVALHO,Pública,2.4,,0.2,
RJ,33078084,0716036 EM LINCOLN BICALHO ROQUE,Pública,0.5,,0,
RJ,33078092,0716002 EM LUIZ CAMILLO,Pública,0.6,,0.6,
